investment_id,policy_id,investment_type,risk_level,investment_date,amount,fund_manager,initial_nav,units_purchased
INV-901527,POL-816913,Equity Fund,High,2023-12-12,2001889,UD Widodo Tbk,1292.79,1535.4929
INV-810061,POL-702546,Fixed Income Fund,Low-Medium,2025-04-18,2031913,Perum Anggraini Prayoga,1331.19,1374.9823
INV-092551,POL-531620,Sharia Fund,Medium,2025-03-10,7375899,UD Situmorang,1084.49,7156.391
INV-134250,POL-172234,Fixed Income Fund,Low-Medium,2025-05-05,2209645,CV Kusmawati Usada (Persero) Tbk,1086.14,1482.7677
INV-054797,POL-975460,Balanced Fund,Medium,2025-01-20,7048086,PT Lestari Situmorang,1058.61,5224.3371
INV-629919,POL-302439,Equity Fund,High,2024-06-22,5349612,PD Usada,1235.91,3848.1117
INV-398237,POL-888065,Money Market Fund,Low,2024-12-12,5911121,Perum Ardianto,1025.04,5107.7174
INV-415369,POL-722886,Fixed Income Fund,Low-Medium,2025-07-05,5885612,PD Nurdiyanti Firmansyah (Persero) Tbk,1010.28,4264.8899
INV-130934,POL-871359,Balanced Fund,Medium,2025-06-09,5151727,CV Aryani,1403.56,4919.7579
INV-006384,POL-362417,Fixed Income Fund,Low-Medium,2024-10-19,2698805,PT Nurdiyanti Hidayanto,1498.48,2382.6749
INV-211339,POL-593883,Fixed Income Fund,Low-Medium,2025-02-21,791485,UD Farida,1423.68,771.7666
INV-389829,POL-084909,Balanced Fund,Medium,2022-11-22,6853993,Perum Nugroho Wahyuni,1119.54,6774.0912
INV-090279,POL-807820,Money Market Fund,Low,2025-06-17,7237236,UD Sudiati,1456.81,6950.4321
INV-311043,POL-617415,Sharia Fund,Medium,2022-08-27,2719995,PD Zulkarnain Sudiati,1246.83,1961.9576
INV-212026,POL-039271,Money Market Fund,Low,2025-03-14,3145978,PT Halimah Zulaika Tbk,1495.36,2429.3975
INV-532949,POL-735493,Fixed Income Fund,Low-Medium,2024-09-17,847915,UD Kuswandari Halimah,1320.24,616.1937
INV-890533,POL-549883,Money Market Fund,Low,2024-12-28,3818617,Perum Suartini Permadi Tbk,1249.32,3566.3242
INV-108436,POL-401158,Fixed Income Fund,Low-Medium,2025-07-03,2523070,CV Aryani Wahyuni,1270.47,1803.1627
INV-678825,POL-801954,Balanced Fund,Medium,2024-03-09,3179648,CV Pratiwi,1247.26,2234.1063
INV-542541,POL-852898,Balanced Fund,Medium,2025-02-23,1188148,PT Nashiruddin,1265.95,1048.9959
INV-854916,POL-997825,Equity Fund,High,2023-09-18,5770583,PT Permata Tampubolon,1024.98,3863.1481
INV-980689,POL-332981,Balanced Fund,Medium,2025-07-06,3520417,PT Salahudin,1189.86,2453.7346
INV-480953,POL-647916,Equity Fund,High,2024-04-04,2960380,PD Permadi Setiawan,1490.18,2194.4001
INV-350040,POL-971427,Money Market Fund,Low,2025-06-06,185906,Perum Gunarto Winarsih (Persero) Tbk,1324.13,184.648
INV-263081,POL-358037,Equity Fund,High,2024-12-12,2744436,Perum Hakim Permadi (Persero) Tbk,1132.23,2469.6329
INV-594247,POL-039092,Equity Fund,High,2023-06-17,2310452,PD Hakim Astuti (Persero) Tbk,1205.37,2020.2012
INV-312030,POL-994860,Money Market Fund,Low,2024-01-10,2881587,CV Zulaika Puspasari,1456.87,2711.2303
INV-235091,POL-248619,Equity Fund,High,2023-09-09,798194,UD Susanti,1307.89,686.1069
INV-965571,POL-836450,Balanced Fund,Medium,2025-06-25,1632573,PT Laksmiwati Wibowo Tbk,1408.64,1478.947
INV-530085,POL-385116,Sharia Fund,Medium,2025-06-29,2703216,PT Hastuti Pudjiastuti,1373.55,2245.6067
INV-607759,POL-446120,Sharia Fund,Medium,2025-06-25,5020131,CV Wibowo Aryani,1004.02,4408.291
INV-325112,POL-384019,Money Market Fund,Low,2024-05-28,2964508,PD Suryono Tbk,1071.67,2759.0679
INV-454601,POL-076263,Money Market Fund,Low,2024-03-10,4530498,PD Namaga Tarihoran Tbk,1231.18,4433.7304
INV-663607,POL-850943,Sharia Fund,Medium,2024-12-21,10242262,UD Hassanah Haryanto,1123.48,7443.8126
INV-294117,POL-280383,Balanced Fund,Medium,2024-06-13,2762655,UD Narpati Tbk,1172.29,2590.2513
INV-702988,POL-753634,Balanced Fund,Medium,2025-06-22,4803343,PD Tamba Anggraini Tbk,1043.14,3624.1224
INV-536926,POL-413759,Money Market Fund,Low,2023-11-15,3983706,PD Yuniar Ramadan,1430.88,3548.6195
INV-830798,POL-997600,Sharia Fund,Medium,2024-11-16,6282441,PT Usada Palastri,1080.26,6093.1619
INV-045008,POL-583737,Equity Fund,High,2024-11-04,5241026,PT Siregar (Persero) Tbk,1162.18,4627.3591
INV-499695,POL-585651,Balanced Fund,Medium,2025-01-04,4066817,Perum Zulaika Halimah,1478.11,3703.8284
INV-980615,POL-115198,Fixed Income Fund,Low-Medium,2025-04-08,6083712,CV Padmasari Winarno,1316.61,4092.5639
INV-963605,POL-748936,Money Market Fund,Low,2024-01-07,3959762,Perum Nurdiyanti,1459.18,3182.2137
INV-383426,POL-152924,Balanced Fund,Medium,2024-07-03,2467178,UD Utama Nurdiyanti Tbk,1241.45,1790.5412
INV-388471,POL-476935,Money Market Fund,Low,2024-01-23,944669,Perum Safitri Yuliarti,1268.14,927.6984
INV-900447,POL-092520,Fixed Income Fund,Low-Medium,2023-05-13,2992776,PT Yulianti Fujiati,1109.56,2821.3173
INV-217905,POL-611324,Fixed Income Fund,Low-Medium,2025-04-22,2218944,Perum Dabukke Pangestu Tbk,1242.79,2144.6469
INV-757126,POL-444931,Money Market Fund,Low,2025-02-24,4939565,Perum Zulaika,1422.57,3770.4321
INV-980836,POL-007789,Sharia Fund,Medium,2024-01-14,983905,PT Maryati (Persero) Tbk,1321.28,792.4485
INV-098302,POL-721777,Fixed Income Fund,Low-Medium,2024-08-30,6104663,PT Lazuardi Rahmawati,1155.49,4765.2566
INV-781989,POL-615410,Sharia Fund,Medium,2024-03-10,1280316,Perum Mayasari (Persero) Tbk,1104.2,1052.6515
INV-971740,POL-694001,Equity Fund,High,2025-02-03,5406287,PT Napitupulu,1349.78,4890.8516
INV-091935,POL-321582,Fixed Income Fund,Low-Medium,2024-12-18,4390141,PT Winarno,1477.63,3170.9155
INV-608563,POL-507090,Sharia Fund,Medium,2025-05-10,6743512,PD Salahudin (Persero) Tbk,1437.52,5566.8938
INV-665381,POL-257320,Money Market Fund,Low,2025-03-25,4946510,CV Uyainah Tbk,1492.8,3536.8315
INV-517565,POL-645260,Money Market Fund,Low,2024-07-21,6711803,PD Sihombing Tbk,1345.75,6122.7756
INV-357738,POL-902427,Sharia Fund,Medium,2025-05-05,4613458,PT Padmasari Mardhiyah,1152.01,3991.7814
INV-122631,POL-281135,Sharia Fund,Medium,2024-10-31,374338,PD Wulandari,1311.31,279.646
INV-079035,POL-693121,Sharia Fund,Medium,2025-07-07,2862590,UD Widodo,1297.98,2138.9103
INV-361054,POL-145672,Equity Fund,High,2023-12-03,758333,Perum Saragih,1392.67,540.1329
INV-415816,POL-484467,Balanced Fund,Medium,2024-06-13,2590902,PT Mardhiyah Firgantoro (Persero) Tbk,1067.77,2263.4369
INV-088229,POL-032845,Fixed Income Fund,Low-Medium,2024-08-01,5744891,Perum Tamba Usada (Persero) Tbk,1325.9,4386.7099
INV-406656,POL-614016,Money Market Fund,Low,2024-06-27,2588916,CV Wijaya Wulandari,1212.34,1890.3563
INV-557189,POL-162441,Sharia Fund,Medium,2025-05-13,181212,UD Pradana,1084.27,143.6375
INV-636205,POL-265499,Fixed Income Fund,Low-Medium,2025-03-06,9622698,Perum Oktaviani Hasanah Tbk,1478.41,9084.7
INV-912652,POL-984773,Balanced Fund,Medium,2025-04-10,2792382,PD Mulyani Budiman Tbk,1439.38,2506.8105
INV-917761,POL-677476,Sharia Fund,Medium,2023-04-14,1658479,PT Nugroho Tbk,1191.58,1159.652
INV-431135,POL-639536,Balanced Fund,Medium,2023-07-07,2811628,PT Firgantoro Budiman (Persero) Tbk,1227.94,1991.8265
INV-346973,POL-439186,Equity Fund,High,2025-05-24,1495733,Perum Hutagalung Tbk,1040.36,1385.2974
INV-895641,POL-118949,Equity Fund,High,2024-09-09,4042174,Perum Saefullah (Persero) Tbk,1460.15,3002.6105
INV-247307,POL-044785,Equity Fund,High,2024-06-25,2178230,PT Damanik Tbk,1177.54,2010.1164
INV-897665,POL-300861,Balanced Fund,Medium,2025-04-12,2858489,CV Irawan Situmorang,1030.05,2257.9231
INV-434157,POL-667340,Equity Fund,High,2023-10-17,5555824,UD Natsir Tbk,1108.0,4050.507
INV-293862,POL-112245,Equity Fund,High,2024-06-10,3916778,UD Jailani Waluyo (Persero) Tbk,1046.41,2788.9614
INV-993929,POL-800376,Equity Fund,High,2025-03-27,3786790,PT Mayasari Usamah,1170.27,2530.0448
INV-393024,POL-271646,Balanced Fund,Medium,2025-03-30,4004047,Perum Suwarno Lailasari,1087.51,2709.328
INV-162848,POL-544631,Money Market Fund,Low,2024-03-17,5853844,PT Halimah (Persero) Tbk,1311.15,5108.6155
INV-810748,POL-810355,Money Market Fund,Low,2024-12-03,1419527,PD Tampubolon,1093.83,1222.6467
INV-016507,POL-517716,Money Market Fund,Low,2025-05-09,3825856,PD Suwarno Rahimah (Persero) Tbk,1454.03,3584.0713
INV-230595,POL-158026,Equity Fund,High,2025-05-14,2801655,PD Budiman Palastri Tbk,1439.52,2521.3015
INV-350332,POL-096515,Sharia Fund,Medium,2025-07-04,4637060,PD Tampubolon (Persero) Tbk,1128.38,3671.1543
INV-386290,POL-837121,Fixed Income Fund,Low-Medium,2025-05-06,3735334,PT Kusumo,1482.15,2888.9354
INV-584655,POL-761677,Fixed Income Fund,Low-Medium,2025-06-06,2157046,PD Prasetya Yuniar (Persero) Tbk,1183.74,1733.5435
INV-344419,POL-010503,Sharia Fund,Medium,2025-06-07,5210019,CV Fujiati Puspita,1053.2,3694.3084
INV-753227,POL-104449,Equity Fund,High,2024-04-27,2692993,UD Yuliarti,1225.35,1807.0603
INV-468933,POL-697522,Equity Fund,High,2023-07-01,4164045,CV Saragih Halimah,1025.37,3626.7344
INV-249123,POL-294310,Money Market Fund,Low,2025-03-07,11060645,PT Mangunsong Rahayu,1135.23,8953.1511
INV-149752,POL-695053,Equity Fund,High,2024-04-15,5184442,Perum Sihotang (Persero) Tbk,1321.7,3492.3441
INV-270488,POL-830882,Sharia Fund,Medium,2024-12-19,6446680,UD Maryati,1301.72,4369.5826
INV-857217,POL-020443,Equity Fund,High,2024-07-04,1907479,CV Susanti Tbk,1156.21,1459.0076
INV-481889,POL-291953,Money Market Fund,Low,2025-01-18,4412722,UD Siregar,1304.7,4021.2103
INV-343680,POL-146588,Sharia Fund,Medium,2024-09-17,582211,Perum Sihotang Prasetya Tbk,1214.44,404.1693
INV-857926,POL-821144,Equity Fund,High,2024-05-31,3125177,CV Putra Palastri Tbk,1446.29,2901.5241
INV-867764,POL-346008,Equity Fund,High,2024-12-29,2831294,UD Palastri,1088.46,2237.0184
INV-291855,POL-274965,Money Market Fund,Low,2023-10-08,7228503,UD Simbolon,1132.45,4969.0509
INV-290180,POL-867768,Balanced Fund,Medium,2025-06-26,2317443,UD Lazuardi Marpaung,1104.65,1966.8271
INV-477744,POL-960720,Money Market Fund,Low,2025-02-03,3751867,UD Januar Saefullah,1060.04,2625.5098
INV-136382,POL-071951,Sharia Fund,Medium,2024-09-01,2756055,CV Mustofa Jailani,1130.24,2494.6552
INV-218012,POL-908019,Equity Fund,High,2024-11-21,626191,PD Nasyidah Ramadan,1215.29,467.0738
INV-805704,POL-226987,Sharia Fund,Medium,2023-07-14,12723050,PT Nugroho Novitasari,1260.3,9948.5695
INV-123480,POL-301802,Money Market Fund,Low,2024-05-06,3731107,PD Kuswandari Susanti,1164.92,3562.7878
INV-234159,POL-564042,Equity Fund,High,2025-01-16,944596,PT Nugroho Tbk,1117.22,716.5102
INV-605954,POL-322889,Fixed Income Fund,Low-Medium,2025-06-21,7834254,CV Halim,1074.16,5379.3062
INV-745968,POL-366903,Equity Fund,High,2023-11-11,1230786,PD Manullang (Persero) Tbk,1134.25,1004.5359
INV-270064,POL-195737,Balanced Fund,Medium,2025-04-02,6551849,UD Januar Tbk,1434.64,4868.5877
INV-675847,POL-986923,Fixed Income Fund,Low-Medium,2025-07-07,6045337,PD Nasyidah Oktaviani,1439.39,4259.6107
INV-792918,POL-548431,Equity Fund,High,2025-05-12,3892373,CV Kusmawati Tbk,1490.68,2826.4491
INV-087951,POL-903829,Fixed Income Fund,Low-Medium,2023-08-31,5500086,UD Sihotang Sihotang,1473.7,4813.3417
INV-931285,POL-454829,Balanced Fund,Medium,2024-11-22,2506894,CV Yolanda (Persero) Tbk,1178.54,1679.2556
INV-612125,POL-863238,Money Market Fund,Low,2024-09-30,1973218,UD Uyainah (Persero) Tbk,1107.96,1717.6831
INV-898483,POL-026041,Equity Fund,High,2024-11-17,4034774,Perum Irawan,1301.97,3601.0457
INV-009398,POL-803158,Fixed Income Fund,Low-Medium,2024-12-14,4591426,CV Sitompul (Persero) Tbk,1358.58,4439.6289
INV-614435,POL-937937,Fixed Income Fund,Low-Medium,2025-06-28,2464173,PD Najmudin Farida,1382.08,1813.084
INV-716256,POL-765737,Money Market Fund,Low,2023-07-13,5169918,PD Wulandari (Persero) Tbk,1423.68,3835.6591
INV-993253,POL-835133,Fixed Income Fund,Low-Medium,2024-05-17,2551122,PD Agustina Kuswandari,1167.69,1787.4932
INV-941856,POL-083995,Money Market Fund,Low,2023-08-11,2443707,PT Marbun (Persero) Tbk,1264.31,2244.1376
INV-310026,POL-569235,Balanced Fund,Medium,2023-07-23,1845009,PT Tarihoran Yuniar,1007.01,1792.6723
INV-467727,POL-240844,Money Market Fund,Low,2025-03-22,1549122,Perum Kuswoyo Tbk,1387.14,1139.1034
INV-326022,POL-194615,Sharia Fund,Medium,2025-01-28,3354673,Perum Halimah (Persero) Tbk,1277.6,2427.3469
INV-340177,POL-253364,Money Market Fund,Low,2025-03-19,5881287,PT Firmansyah Pangestu Tbk,1415.48,4277.818
INV-687892,POL-810247,Fixed Income Fund,Low-Medium,2025-07-02,1079785,CV Halim,1180.82,726.2693
INV-314155,POL-035222,Equity Fund,High,2024-05-12,3235220,Perum Wastuti Rahayu (Persero) Tbk,1054.53,2659.8873
INV-311294,POL-303733,Fixed Income Fund,Low-Medium,2025-04-19,2868225,CV Jailani Tbk,1052.54,2238.7214
INV-233536,POL-242883,Sharia Fund,Medium,2025-06-26,6669061,CV Yolanda Halimah (Persero) Tbk,1251.03,4674.0818
INV-445759,POL-080793,Money Market Fund,Low,2025-03-28,1930916,Perum Gunarto (Persero) Tbk,1249.39,1294.4736
INV-567621,POL-255879,Equity Fund,High,2025-07-02,840903,Perum Waluyo Wahyudin,1342.12,597.0188
INV-436493,POL-313143,Money Market Fund,Low,2024-10-14,394905,CV Januar Tbk,1049.93,289.9462
INV-262757,POL-512680,Fixed Income Fund,Low-Medium,2025-06-12,7950945,PD Suryono Pratiwi,1395.15,5348.6839
INV-180839,POL-869325,Equity Fund,High,2025-02-02,3266519,Perum Farida,1332.08,2730.4093
INV-207895,POL-328074,Balanced Fund,Medium,2025-02-25,525455,PD Haryanti,1353.94,479.7482
INV-111537,POL-360975,Fixed Income Fund,Low-Medium,2024-09-17,3498370,Perum Hastuti Kusumo,1295.73,2525.5026
INV-746162,POL-363232,Money Market Fund,Low,2025-01-29,1858928,Perum Puspasari Usamah (Persero) Tbk,1448.34,1298.9008
INV-855639,POL-951843,Equity Fund,High,2023-07-05,3704540,UD Nugroho Wibisono (Persero) Tbk,1001.58,2544.0611
INV-683918,POL-036000,Sharia Fund,Medium,2023-10-20,633451,CV Gunawan,1205.3,552.494
INV-681104,POL-460506,Balanced Fund,Medium,2025-04-17,4452135,PD Sihombing,1221.52,3755.3934
INV-916015,POL-080592,Balanced Fund,Medium,2025-05-29,12408454,PT Riyanti,1486.28,8500.4399
INV-125253,POL-472840,Equity Fund,High,2024-11-07,3981717,Perum Halim,1109.63,3674.7853
INV-978807,POL-883667,Equity Fund,High,2023-06-08,2981567,Perum Halim,1173.88,2571.7758
INV-381124,POL-494045,Balanced Fund,Medium,2025-05-28,1588607,PD Suryono (Persero) Tbk,1288.42,1185.7109
INV-249910,POL-784959,Equity Fund,High,2024-07-11,9614263,PD Mardhiyah Tbk,1372.79,8008.7737
INV-901690,POL-614742,Money Market Fund,Low,2024-07-07,4988202,PD Marbun Sudiati Tbk,1104.63,4111.0372
INV-170314,POL-046649,Sharia Fund,Medium,2024-12-09,727256,PT Permata Tbk,1053.25,556.7496
INV-411193,POL-825031,Balanced Fund,Medium,2023-01-16,1205872,UD Natsir Halimah Tbk,1411.52,809.9623
INV-670950,POL-198258,Sharia Fund,Medium,2024-08-14,2803332,CV Rahimah,1378.85,2760.6581
INV-862984,POL-639088,Money Market Fund,Low,2025-06-29,6449630,Perum Safitri,1060.56,6272.6086
INV-952665,POL-381100,Fixed Income Fund,Low-Medium,2025-07-03,420970,PD Suryono Prayoga Tbk,1150.65,357.6983
INV-809918,POL-354292,Money Market Fund,Low,2025-04-25,6833066,CV Hidayat (Persero) Tbk,1311.64,5675.842
INV-330197,POL-149902,Equity Fund,High,2025-04-15,4118608,PD Hidayanto,1135.29,2762.9048
INV-167272,POL-779756,Money Market Fund,Low,2025-02-22,1630835,CV Usada,1260.88,1432.8241
INV-027331,POL-047154,Fixed Income Fund,Low-Medium,2023-12-24,1336276,PD Prayoga,1449.91,1002.1175
INV-727322,POL-183706,Balanced Fund,Medium,2023-08-04,5746208,Perum Budiman Kuswoyo,1158.78,4927.9884
INV-972017,POL-320763,Fixed Income Fund,Low-Medium,2023-10-24,1090340,UD Prakasa Astuti,1427.63,858.5777
INV-708602,POL-226965,Equity Fund,High,2024-08-12,2035419,Perum Aryani,1390.5,1611.4385
INV-999031,POL-650188,Equity Fund,High,2025-05-08,4647400,PD Setiawan Wahyuni Tbk,1401.75,4395.9618
INV-658774,POL-162104,Money Market Fund,Low,2024-12-24,4420080,PT Habibi Permata Tbk,1120.21,4112.4602
INV-695561,POL-872445,Fixed Income Fund,Low-Medium,2024-11-13,1952207,UD Santoso (Persero) Tbk,1326.29,1541.4325
INV-921825,POL-151173,Money Market Fund,Low,2024-09-15,2608340,PD Simbolon Hidayat,1370.57,2249.2432
INV-490594,POL-479206,Fixed Income Fund,Low-Medium,2025-02-07,981909,PT Farida,1032.33,742.5696
INV-053222,POL-164742,Equity Fund,High,2024-12-02,6291174,Perum Marbun,1072.01,5268.8393
INV-674465,POL-251377,Sharia Fund,Medium,2025-06-14,3086939,PT Maulana Tbk,1114.39,2687.9598
INV-834264,POL-920131,Equity Fund,High,2025-06-22,789399,Perum Jailani Siregar Tbk,1423.32,568.1692
INV-178140,POL-860871,Fixed Income Fund,Low-Medium,2024-03-16,3577253,Perum Oktaviani Andriani,1300.75,3082.6661
INV-263956,POL-501280,Balanced Fund,Medium,2025-02-14,5635870,UD Sihombing Sinaga Tbk,1453.71,4307.5955
INV-148492,POL-877799,Sharia Fund,Medium,2024-10-24,5077971,CV Anggriawan Hutapea Tbk,1062.14,4553.4209
INV-675993,POL-335147,Money Market Fund,Low,2025-05-06,8518510,CV Pudjiastuti,1350.79,7271.4367
INV-899834,POL-341862,Sharia Fund,Medium,2024-11-11,5159087,CV Safitri Andriani,1449.42,4074.4478
INV-980359,POL-005359,Balanced Fund,Medium,2025-01-25,5513376,Perum Palastri,1459.67,3888.4018
INV-921573,POL-481753,Money Market Fund,Low,2025-02-27,2089051,Perum Usamah Tbk,1341.05,1551.0356
INV-287289,POL-758798,Equity Fund,High,2023-10-16,8009421,PD Halimah Tbk,1316.46,5692.1946
INV-162486,POL-361461,Equity Fund,High,2024-07-20,1056309,UD Gunarto Tbk,1103.31,904.7967
INV-666272,POL-360170,Equity Fund,High,2025-01-09,1832523,Perum Anggraini,1170.64,1663.8101
INV-048503,POL-350647,Sharia Fund,Medium,2025-04-29,3250573,PT Megantara Puspita (Persero) Tbk,1393.97,2180.6466
INV-004251,POL-883067,Money Market Fund,Low,2023-10-26,1834194,UD Firmansyah Mangunsong Tbk,1196.12,1261.9596
INV-885552,POL-216907,Equity Fund,High,2025-04-23,3426844,PD Riyanti (Persero) Tbk,1029.23,2503.7699
INV-796813,POL-210187,Money Market Fund,Low,2024-07-15,4948784,CV Novitasari Pradipta,1261.64,3831.3116
INV-342921,POL-565813,Money Market Fund,Low,2022-12-29,716765,Perum Pertiwi Purwanti,1039.54,681.1487
INV-885980,POL-726265,Balanced Fund,Medium,2025-04-01,9931585,Perum Nugroho Farida,1190.87,7899.6872
INV-088387,POL-732597,Equity Fund,High,2025-02-20,118556,UD Hutapea (Persero) Tbk,1279.44,87.2111
INV-609812,POL-282718,Sharia Fund,Medium,2024-09-27,671328,CV Prasetya Hastuti Tbk,1271.04,469.7133
INV-898769,POL-317501,Sharia Fund,Medium,2025-03-20,1788881,PD Pradana (Persero) Tbk,1419.46,1265.7346
INV-754868,POL-311540,Money Market Fund,Low,2024-05-02,8305808,UD Saefullah Tbk,1181.22,5926.9635
INV-807170,POL-007421,Sharia Fund,Medium,2025-02-09,7705688,Perum Megantara Haryanto Tbk,1328.51,5726.0213
INV-882196,POL-650194,Money Market Fund,Low,2025-06-16,372596,Perum Putra Rahmawati (Persero) Tbk,1300.71,337.9656
INV-640876,POL-193318,Balanced Fund,Medium,2025-03-13,2906796,PD Mansur Tbk,1079.04,2516.9789
INV-319863,POL-657872,Equity Fund,High,2024-07-07,6401884,CV Zulaika Kurniawan Tbk,1193.46,4801.8065
INV-710742,POL-159273,Sharia Fund,Medium,2024-04-29,912699,CV Suryono,1325.75,716.7615
INV-668873,POL-515714,Sharia Fund,Medium,2025-04-22,4036671,CV Fujiati Rajata (Persero) Tbk,1030.6,2834.5999
INV-489531,POL-249464,Fixed Income Fund,Low-Medium,2025-03-26,3597553,CV Safitri Tbk,1440.82,2862.9823
INV-944255,POL-052337,Balanced Fund,Medium,2025-03-06,3259874,PT Nasyiah,1206.51,2810.1347
INV-985525,POL-093351,Fixed Income Fund,Low-Medium,2025-06-02,3017622,CV Iswahyudi Narpati,1458.54,2840.0961
INV-466860,POL-027587,Fixed Income Fund,Low-Medium,2025-05-02,4522500,PD Hidayanto Iswahyudi,1065.74,3936.7831
INV-301744,POL-675622,Fixed Income Fund,Low-Medium,2023-07-09,4413853,PT Suartini Firmansyah (Persero) Tbk,1033.93,3949.2616
INV-690458,POL-547600,Money Market Fund,Low,2025-01-10,2647656,UD Nugroho,1049.51,1932.1983
INV-247322,POL-470607,Equity Fund,High,2023-06-25,3573898,UD Rajata Thamrin (Persero) Tbk,1263.63,3419.8615
INV-560658,POL-439124,Sharia Fund,Medium,2024-04-21,2257599,PD Hutapea Marbun,1436.23,1739.6634
INV-396701,POL-970404,Fixed Income Fund,Low-Medium,2025-02-27,1334613,UD Yuniar Widodo (Persero) Tbk,1135.49,984.8049
INV-021804,POL-268632,Equity Fund,High,2024-05-20,5152670,CV Gunarto (Persero) Tbk,1390.58,4504.0564
INV-805027,POL-477231,Balanced Fund,Medium,2023-01-18,1169525,PD Wahyudin,1093.89,840.7269
INV-881111,POL-250383,Sharia Fund,Medium,2024-05-05,446868,PD Puspasari (Persero) Tbk,1243.25,410.8139
INV-110450,POL-821541,Equity Fund,High,2025-05-17,2145795,UD Mahendra,1069.26,1633.2602
INV-323345,POL-508519,Balanced Fund,Medium,2025-01-23,729934,CV Kurniawan,1358.45,578.3193
INV-557629,POL-562941,Fixed Income Fund,Low-Medium,2024-11-14,7155249,Perum Riyanti Tbk,1370.23,6562.4032
INV-273863,POL-877071,Equity Fund,High,2025-04-03,862853,CV Kuswoyo,1460.63,578.6408
INV-957940,POL-728692,Equity Fund,High,2025-07-01,2713512,CV Hardiansyah (Persero) Tbk,1309.41,2144.6099
INV-967403,POL-913371,Fixed Income Fund,Low-Medium,2025-03-04,2271682,PD Budiyanto Hasanah,1395.62,2157.8978
INV-332247,POL-577703,Balanced Fund,Medium,2025-05-12,2032444,PT Simanjuntak Tbk,1199.44,1983.5691
INV-762394,POL-861297,Money Market Fund,Low,2023-09-23,4542233,Perum Budiman,1020.69,4243.3288
INV-160823,POL-637355,Sharia Fund,Medium,2025-05-12,514706,PT Haryanti Hariyah,1334.28,412.9066
INV-334034,POL-613034,Fixed Income Fund,Low-Medium,2024-03-21,6685090,Perum Andriani Farida Tbk,1065.8,4753.7127
INV-134759,POL-787611,Money Market Fund,Low,2024-03-05,4423561,PD Rahimah Adriansyah,1040.41,2963.9883
INV-434061,POL-529729,Equity Fund,High,2025-01-07,2770557,UD Wijaya Budiman,1476.04,2028.7094
INV-579324,POL-988389,Money Market Fund,Low,2025-06-07,3161699,CV Haryanto (Persero) Tbk,1111.05,2352.2794
INV-993681,POL-278853,Fixed Income Fund,Low-Medium,2025-05-18,6514689,PD Pranowo Tamba (Persero) Tbk,1344.41,4699.0476
INV-676645,POL-106499,Balanced Fund,Medium,2023-11-08,8402657,Perum Yolanda Tbk,1115.11,6974.4751
INV-349164,POL-657516,Money Market Fund,Low,2024-11-17,2593212,PD Marbun Haryanto (Persero) Tbk,1340.23,2571.2321
